solo_run_id,parallel_run_id,direction,task,solo_n_tasks,solo_n_strategies,solo_cells,solo_trials,solo_correct_rate,solo_mean_wall_s,solo_mean_tokens,solo_mean_prompt_tokens,solo_mean_completion_tokens,solo_wasted_rate,solo_stalls_per_trial,solo_fp_stalls_per_trial,solo_mean_agent_turns,solo_mean_llm_calls,solo_mean_tool_calls,solo_mean_file_reads,solo_mean_write_attempts,solo_mean_search_events,solo_mean_coord_events,solo_mean_tokens_per_agent_turn,strategy,n_agents,parallel_n_tasks,parallel_n_strategies,parallel_cells,parallel_trials,parallel_correct_rate,parallel_mean_wall_s,parallel_mean_tokens,parallel_mean_prompt_tokens,parallel_mean_completion_tokens,parallel_wasted_rate,parallel_stalls_per_trial,parallel_fp_stalls_per_trial,parallel_mean_agent_turns,parallel_mean_llm_calls,parallel_mean_tool_calls,parallel_mean_file_reads,parallel_mean_write_attempts,parallel_mean_search_events,parallel_mean_coord_events,parallel_mean_tokens_per_agent_turn,delta_correct_rate,delta_mean_wall_s,delta_mean_tokens,delta_mean_prompt_tokens,delta_mean_completion_tokens,delta_wasted_rate,delta_stalls_per_trial,delta_fp_stalls_per_trial,delta_mean_agent_turns,delta_mean_llm_calls,delta_mean_tool_calls,delta_mean_file_reads,delta_mean_write_attempts,delta_mean_search_events,delta_mean_coord_events,delta_mean_tokens_per_agent_turn
grid-v1-calibration,grid-v1,grid-v1 vs grid-v1-calibration,t07_rw_canary,1,1,1,5,1.0,33.2,20153.0,18312.0,1840.0,0.0,0.0,0.0,14.6,14.6,14.6,8.4,2.4,0.8,0.0,1368.0,file_lock,2,1,1,1,5,1.0,162.5,51208.0,45729.0,5479.0,0.0,13.4,0.0,34.2,34.2,33.8,17.4,3.4,6.0,13.4,1428.0,0.0,-129.3,-31055.0,-27417.0,-3639.0,-0.0,-13.4,-0.0,-19.6,-19.6,-19.2,-9.0,-1.0,-5.2,-13.4,-60.0
grid-v1-calibration,grid-v1,grid-v1 vs grid-v1-calibration,t07_rw_canary,1,1,1,5,1.0,33.2,20153.0,18312.0,1840.0,0.0,0.0,0.0,14.6,14.6,14.6,8.4,2.4,0.8,0.0,1368.0,git_hash,2,1,1,1,5,1.0,80.1,46634.0,40695.0,5940.0,0.0,0.0,0.0,29.4,29.4,28.8,13.0,3.6,6.6,0.0,1521.0,0.0,-46.9,-26481.0,-22383.0,-4100.0,-0.0,-0.0,-0.0,-14.8,-14.8,-14.2,-4.6,-1.2,-5.8,-0.0,-153.0
grid-v1-calibration,grid-v1,grid-v1 vs grid-v1-calibration,t07_rw_canary,1,1,1,5,1.0,33.2,20153.0,18312.0,1840.0,0.0,0.0,0.0,14.6,14.6,14.6,8.4,2.4,0.8,0.0,1368.0,naive,2,1,1,1,5,0.8,69.8,32643.0,26529.0,6115.0,0.0,0.0,0.0,23.8,23.8,23.4,10.0,3.2,5.0,0.0,1364.0,-0.2,-36.6,-12490.0,-8217.0,-4275.0,-0.0,-0.0,-0.0,-9.2,-9.2,-8.8,-1.6,-0.8,-4.2,-0.0,4.0
grid-v1-calibration,grid-v1,grid-v1 vs grid-v1-calibration,t07_rw_canary,1,1,1,5,1.0,33.2,20153.0,18312.0,1840.0,0.0,0.0,0.0,14.6,14.6,14.6,8.4,2.4,0.8,0.0,1368.0,notify,2,1,1,1,5,1.0,118.1,44807.0,37584.0,7223.0,0.0,0.0,0.0,27.8,27.8,27.6,11.2,3.2,6.4,0.0,1565.0,0.0,-84.9,-24654.0,-19272.0,-5383.0,-0.0,-0.0,-0.0,-13.2,-13.2,-13.0,-2.8,-0.8,-5.6,-0.0,-197.0
grid-v1-calibration,grid-v1,grid-v1 vs grid-v1-calibration,t08_livelock,1,1,1,5,1.0,35.9,14876.0,12507.0,2368.0,0.0,0.0,0.0,12.8,12.8,12.8,5.8,4.0,0.0,0.0,1163.0,ast_dep,2,1,1,1,5,0.2,349.3,75485.0,72194.0,3292.0,0.223,12.8,0.0,51.4,51.0,50.8,18.8,17.6,6.2,14.6,1331.0,-0.8,-313.4,-60609.0,-59687.0,-924.0,-0.223,-12.8,-0.0,-38.6,-38.2,-38.0,-13.0,-13.6,-6.2,-14.6,-168.0
grid-v1-calibration,grid-v1,grid-v1 vs grid-v1-calibration,t08_livelock,1,1,1,5,1.0,35.9,14876.0,12507.0,2368.0,0.0,0.0,0.0,12.8,12.8,12.8,5.8,4.0,0.0,0.0,1163.0,ast_scope,2,1,1,1,5,0.4,474.7,81750.0,78420.0,3329.0,0.199,13.8,0.0,53.0,52.4,52.4,21.6,17.2,6.6,15.6,1349.0,-0.6,-438.8,-66874.0,-65913.0,-961.0,-0.199,-13.8,-0.0,-40.2,-39.6,-39.6,-15.8,-13.2,-6.6,-15.6,-186.0
grid-v1-calibration,grid-v1,grid-v1 vs grid-v1-calibration,t08_livelock,1,1,1,5,1.0,35.9,14876.0,12507.0,2368.0,0.0,0.0,0.0,12.8,12.8,12.8,5.8,4.0,0.0,0.0,1163.0,file_lock,2,1,1,1,5,0.4,439.2,69379.0,66229.0,3149.0,0.11,36.2,0.0,49.4,49.2,49.2,21.6,10.2,9.0,36.2,1243.0,-0.6,-403.3,-54503.0,-53722.0,-781.0,-0.11,-36.2,-0.0,-36.6,-36.4,-36.4,-15.8,-6.2,-9.0,-36.2,-80.0
grid-v1-calibration,grid-v1,grid-v1 vs grid-v1-calibration,t08_livelock,1,1,1,5,1.0,35.9,14876.0,12507.0,2368.0,0.0,0.0,0.0,12.8,12.8,12.8,5.8,4.0,0.0,0.0,1163.0,git_hash,2,1,1,1,5,1.0,22.8,18721.0,17835.0,886.0,0.06,1.0,0.0,20.4,20.4,20.4,8.0,5.2,1.6,1.0,914.0,0.0,13.1,-3845.0,-5328.0,1482.0,-0.06,-1.0,-0.0,-7.6,-7.6,-7.6,-2.2,-1.2,-1.6,-1.0,249.0
grid-v1-calibration,grid-v1,grid-v1 vs grid-v1-calibration,t08_livelock,1,1,1,5,1.0,35.9,14876.0,12507.0,2368.0,0.0,0.0,0.0,12.8,12.8,12.8,5.8,4.0,0.0,0.0,1163.0,naive,2,1,1,1,5,1.0,19.8,16137.0,15247.0,891.0,0.0,0.0,0.0,18.6,18.6,18.6,8.2,4.0,0.6,0.0,867.0,0.0,16.1,-1261.0,-2740.0,1477.0,-0.0,-0.0,-0.0,-5.8,-5.8,-5.8,-2.4,-0.0,-0.6,-0.0,296.0
grid-v1-calibration,grid-v1,grid-v1 vs grid-v1-calibration,t08_livelock,1,1,1,5,1.0,35.9,14876.0,12507.0,2368.0,0.0,0.0,0.0,12.8,12.8,12.8,5.8,4.0,0.0,0.0,1163.0,notify,2,1,1,1,5,1.0,21.1,17917.0,16783.0,1134.0,0.0,0.0,0.0,19.4,19.4,19.4,8.8,4.0,0.4,3.8,923.0,0.0,14.8,-3041.0,-4276.0,1234.0,-0.0,-0.0,-0.0,-6.6,-6.6,-6.6,-3.0,-0.0,-0.4,-3.8,240.0
grid-v1-calibration,grid-v1,grid-v1 vs grid-v1-calibration,t09_overhead,1,1,1,5,1.0,21.2,15268.0,14649.0,619.0,0.0,0.0,0.0,14.0,14.0,14.0,7.0,4.0,0.6,0.0,1091.0,ast_dep,2,1,1,1,5,1.0,16.7,18553.0,17721.0,832.0,0.0,0.0,0.0,20.2,20.2,20.2,10.0,4.0,0.4,1.6,916.0,0.0,4.5,-3285.0,-3072.0,-213.0,-0.0,-0.0,-0.0,-6.2,-6.2,-6.2,-3.0,-0.0,0.2,-1.6,175.0
grid-v1-calibration,grid-v1,grid-v1 vs grid-v1-calibration,t09_overhead,1,1,1,5,1.0,21.2,15268.0,14649.0,619.0,0.0,0.0,0.0,14.0,14.0,14.0,7.0,4.0,0.6,0.0,1091.0,ast_scope,2,1,1,1,5,1.0,16.8,17878.0,17081.0,796.0,0.0,0.0,0.0,19.6,19.6,19.6,9.6,4.0,0.4,1.2,911.0,0.0,4.4,-2610.0,-2432.0,-177.0,-0.0,-0.0,-0.0,-5.6,-5.6,-5.6,-2.6,-0.0,0.2,-1.2,180.0
grid-v1-calibration,grid-v1,grid-v1 vs grid-v1-calibration,t09_overhead,1,1,1,5,1.0,21.2,15268.0,14649.0,619.0,0.0,0.0,0.0,14.0,14.0,14.0,7.0,4.0,0.6,0.0,1091.0,file_lock,2,1,1,1,5,1.0,53.2,19474.0,18551.0,923.0,0.0,4.6,4.6,20.8,20.8,20.8,10.8,4.0,0.8,4.6,934.0,0.0,-32.0,-4206.0,-3902.0,-304.0,-0.0,-4.6,-4.6,-6.8,-6.8,-6.8,-3.8,-0.0,-0.2,-4.6,157.0
grid-v1-calibration,grid-v1,grid-v1 vs grid-v1-calibration,t09_overhead,1,1,1,5,1.0,21.2,15268.0,14649.0,619.0,0.0,0.0,0.0,14.0,14.0,14.0,7.0,4.0,0.6,0.0,1091.0,git_hash,2,1,1,1,5,1.0,16.8,16897.0,16082.0,815.0,0.0,0.0,0.0,18.6,18.6,18.6,8.6,4.0,0.4,0.0,906.0,0.0,4.4,-1629.0,-1433.0,-196.0,-0.0,-0.0,-0.0,-4.6,-4.6,-4.6,-1.6,-0.0,0.2,-0.0,185.0
grid-v1-calibration,grid-v1,grid-v1 vs grid-v1-calibration,t09_overhead,1,1,1,5,1.0,21.2,15268.0,14649.0,619.0,0.0,0.0,0.0,14.0,14.0,14.0,7.0,4.0,0.6,0.0,1091.0,naive,2,1,1,1,5,1.0,16.3,17936.0,17097.0,839.0,0.0,0.0,0.0,19.6,19.6,19.6,9.4,4.0,0.8,0.0,912.0,0.0,4.9,-2668.0,-2448.0,-220.0,-0.0,-0.0,-0.0,-5.6,-5.6,-5.6,-2.4,-0.0,-0.2,-0.0,179.0
grid-v1-calibration,grid-v1,grid-v1 vs grid-v1-calibration,t09_overhead,1,1,1,5,1.0,21.2,15268.0,14649.0,619.0,0.0,0.0,0.0,14.0,14.0,14.0,7.0,4.0,0.6,0.0,1091.0,notify,2,1,1,1,5,1.0,14.6,15981.0,15197.0,784.0,0.0,0.0,0.0,17.8,17.8,17.8,7.8,4.0,0.2,0.4,896.0,0.0,6.6,-713.0,-548.0,-165.0,-0.0,-0.0,-0.0,-3.8,-3.8,-3.8,-0.8,-0.0,0.4,-0.4,195.0
grid-v1-calibration,grid-v1,grid-v1 vs grid-v1-calibration,t10_phantom_tool,1,1,1,5,1.0,40.5,36757.0,34799.0,1958.0,0.0,0.0,0.0,21.4,21.4,21.4,9.8,3.2,1.4,0.0,1706.0,ast_dep,2,1,1,1,5,1.0,37.4,36084.0,32799.0,3285.0,0.0,0.0,0.0,26.4,26.4,26.4,13.8,3.0,1.0,1.2,1366.0,0.0,3.1,673.0,2000.0,-1327.0,-0.0,-0.0,-0.0,-5.0,-5.0,-5.0,-4.0,0.2,0.4,-1.2,340.0
grid-v1-calibration,grid-v1,grid-v1 vs grid-v1-calibration,t10_phantom_tool,1,1,1,5,1.0,40.5,36757.0,34799.0,1958.0,0.0,0.0,0.0,21.4,21.4,21.4,9.8,3.2,1.4,0.0,1706.0,ast_scope,2,1,1,1,5,1.0,38.4,37309.0,34501.0,2808.0,0.0,0.0,0.0,27.2,27.2,27.2,14.2,3.0,1.0,1.4,1368.0,0.0,2.1,-552.0,298.0,-850.0,-0.0,-0.0,-0.0,-5.8,-5.8,-5.8,-4.4,0.2,0.4,-1.4,338.0
grid-v1-calibration,grid-v1,grid-v1 vs grid-v1-calibration,t10_phantom_tool,1,1,1,5,1.0,40.5,36757.0,34799.0,1958.0,0.0,0.0,0.0,21.4,21.4,21.4,9.8,3.2,1.4,0.0,1706.0,file_lock,2,1,1,1,5,1.0,100.6,42356.0,39182.0,3174.0,0.0,6.4,0.0,28.4,28.4,28.4,14.2,3.0,2.0,6.4,1495.0,0.0,-60.1,-5599.0,-4383.0,-1216.0,-0.0,-6.4,-0.0,-7.0,-7.0,-7.0,-4.4,0.2,-0.6,-6.4,211.0
grid-v1-calibration,grid-v1,grid-v1 vs grid-v1-calibration,t10_phantom_tool,1,1,1,5,1.0,40.5,36757.0,34799.0,1958.0,0.0,0.0,0.0,21.4,21.4,21.4,9.8,3.2,1.4,0.0,1706.0,git_hash,2,1,1,1,5,1.0,42.4,35194.0,32129.0,3065.0,0.0,0.0,0.0,25.4,25.4,25.4,12.2,3.0,1.2,0.0,1386.0,0.0,-1.9,1563.0,2670.0,-1107.0,-0.0,-0.0,-0.0,-4.0,-4.0,-4.0,-2.4,0.2,0.2,-0.0,320.0
grid-v1-calibration,grid-v1,grid-v1 vs grid-v1-calibration,t10_phantom_tool,1,1,1,5,1.0,40.5,36757.0,34799.0,1958.0,0.0,0.0,0.0,21.4,21.4,21.4,9.8,3.2,1.4,0.0,1706.0,naive,2,1,1,1,5,1.0,41.9,44847.0,41594.0,3253.0,0.0,0.0,0.0,29.8,29.8,29.8,15.0,3.2,1.8,0.0,1451.0,0.0,-1.4,-8090.0,-6795.0,-1295.0,-0.0,-0.0,-0.0,-8.4,-8.4,-8.4,-5.2,-0.0,-0.4,-0.0,255.0
grid-v1-calibration,grid-v1,grid-v1 vs grid-v1-calibration,t10_phantom_tool,1,1,1,5,1.0,40.5,36757.0,34799.0,1958.0,0.0,0.0,0.0,21.4,21.4,21.4,9.8,3.2,1.4,0.0,1706.0,notify,2,1,1,1,5,1.0,44.4,43624.0,39839.0,3785.0,0.0,0.0,0.0,29.6,29.6,29.6,16.6,3.0,1.4,1.2,1475.0,0.0,-3.9,-6867.0,-5040.0,-1827.0,-0.0,-0.0,-0.0,-8.2,-8.2,-8.2,-6.8,0.2,-0.0,-1.2,231.0
grid-v1-calibration,grid-v1,grid-v1 vs grid-v1-calibration,t11_irreversible,1,1,1,5,0.8,63.4,23907.0,20725.0,3182.0,0.0,0.0,0.0,15.2,15.2,15.2,5.8,2.0,0.6,0.0,1565.0,ast_dep,2,1,1,1,5,0.4,54.5,29158.0,23470.0,5688.0,0.0,0.0,0.0,21.0,21.0,21.0,8.2,2.2,1.0,1.0,1383.0,-0.4,8.9,-5251.0,-2745.0,-2506.0,-0.0,-0.0,-0.0,-5.8,-5.8,-5.8,-2.4,-0.2,-0.4,-1.0,182.0
grid-v1-calibration,grid-v1,grid-v1 vs grid-v1-calibration,t11_irreversible,1,1,1,5,0.8,63.4,23907.0,20725.0,3182.0,0.0,0.0,0.0,15.2,15.2,15.2,5.8,2.0,0.6,0.0,1565.0,ast_scope,2,1,1,1,5,0.4,47.8,29884.0,24998.0,4886.0,0.0,0.0,0.0,21.8,21.8,21.8,8.2,2.2,1.2,1.0,1361.0,-0.4,15.6,-5977.0,-4273.0,-1704.0,-0.0,-0.0,-0.0,-6.6,-6.6,-6.6,-2.4,-0.2,-0.6,-1.0,204.0
grid-v1-calibration,grid-v1,grid-v1 vs grid-v1-calibration,t11_irreversible,1,1,1,5,0.8,63.4,23907.0,20725.0,3182.0,0.0,0.0,0.0,15.2,15.2,15.2,5.8,2.0,0.6,0.0,1565.0,file_lock,2,1,1,1,5,1.0,59.2,35900.0,31532.0,4369.0,0.0,1.0,0.0,25.4,25.4,25.4,10.6,2.2,1.6,1.0,1389.0,0.2,4.2,-11993.0,-10807.0,-1187.0,-0.0,-1.0,-0.0,-10.2,-10.2,-10.2,-4.8,-0.2,-1.0,-1.0,176.0
grid-v1-calibration,grid-v1,grid-v1 vs grid-v1-calibration,t11_irreversible,1,1,1,5,0.8,63.4,23907.0,20725.0,3182.0,0.0,0.0,0.0,15.2,15.2,15.2,5.8,2.0,0.6,0.0,1565.0,git_hash,2,1,1,1,5,0.6,77.4,38968.0,30637.0,8331.0,0.0,0.0,0.0,24.8,24.8,24.8,10.8,2.0,1.4,0.0,1548.0,-0.2,-14.0,-15061.0,-9912.0,-5149.0,-0.0,-0.0,-0.0,-9.6,-9.6,-9.6,-5.0,-0.0,-0.8,-0.0,17.0
grid-v1-calibration,grid-v1,grid-v1 vs grid-v1-calibration,t11_irreversible,1,1,1,5,0.8,63.4,23907.0,20725.0,3182.0,0.0,0.0,0.0,15.2,15.2,15.2,5.8,2.0,0.6,0.0,1565.0,naive,2,1,1,1,5,0.6,53.7,30159.0,24231.0,5928.0,0.0,0.0,0.0,21.2,21.2,21.2,8.0,2.2,0.6,0.0,1414.0,-0.2,9.7,-6252.0,-3506.0,-2746.0,-0.0,-0.0,-0.0,-6.0,-6.0,-6.0,-2.2,-0.2,-0.0,-0.0,151.0
grid-v1-calibration,grid-v1,grid-v1 vs grid-v1-calibration,t11_irreversible,1,1,1,5,0.8,63.4,23907.0,20725.0,3182.0,0.0,0.0,0.0,15.2,15.2,15.2,5.8,2.0,0.6,0.0,1565.0,notify,2,1,1,1,5,0.8,47.2,31606.0,26491.0,5115.0,0.0,0.0,0.0,22.6,22.6,22.6,9.2,2.2,0.6,1.0,1390.0,0.0,16.2,-7699.0,-5766.0,-1933.0,-0.0,-0.0,-0.0,-7.4,-7.4,-7.4,-3.4,-0.2,-0.0,-1.0,175.0
grid-v1-calibration,grid-v1,grid-v1 vs grid-v1-calibration,t12_split_view,1,1,1,5,1.0,20.0,9953.0,8901.0,1053.0,0.0,0.0,0.0,9.8,9.8,9.8,0.0,3.0,3.4,0.0,1013.0,ast_dep,2,1,1,1,5,1.0,47.7,27881.0,24788.0,3093.0,0.007,1.0,0.0,26.0,26.0,26.0,3.4,5.0,9.4,1.0,1044.0,0.0,-27.7,-17928.0,-15887.0,-2040.0,-0.007,-1.0,-0.0,-16.2,-16.2,-16.2,-3.4,-2.0,-6.0,-1.0,-31.0
grid-v1-calibration,grid-v1,grid-v1 vs grid-v1-calibration,t12_split_view,1,1,1,5,1.0,20.0,9953.0,8901.0,1053.0,0.0,0.0,0.0,9.8,9.8,9.8,0.0,3.0,3.4,0.0,1013.0,ast_scope,2,1,1,1,5,1.0,167.3,32661.0,29536.0,3124.0,0.004,0.8,0.0,28.8,28.8,28.6,3.6,5.8,11.2,1.0,1091.0,0.0,-147.3,-22708.0,-20635.0,-2071.0,-0.004,-0.8,-0.0,-19.0,-19.0,-18.8,-3.6,-2.8,-7.8,-1.0,-78.0
grid-v1-calibration,grid-v1,grid-v1 vs grid-v1-calibration,t12_split_view,1,1,1,5,1.0,20.0,9953.0,8901.0,1053.0,0.0,0.0,0.0,9.8,9.8,9.8,0.0,3.0,3.4,0.0,1013.0,file_lock,2,1,1,1,5,1.0,52.3,32908.0,29633.0,3276.0,0.0,0.6,0.0,28.8,28.8,28.8,3.2,5.0,11.6,0.6,1126.0,0.0,-32.3,-22955.0,-20732.0,-2223.0,-0.0,-0.6,-0.0,-19.0,-19.0,-19.0,-3.2,-2.0,-8.2,-0.6,-113.0
grid-v1-calibration,grid-v1,grid-v1 vs grid-v1-calibration,t12_split_view,1,1,1,5,1.0,20.0,9953.0,8901.0,1053.0,0.0,0.0,0.0,9.8,9.8,9.8,0.0,3.0,3.4,0.0,1013.0,git_hash,2,1,1,1,5,1.0,42.9,28345.0,25237.0,3109.0,0.0,0.0,0.0,25.2,25.2,25.2,3.0,5.2,9.2,0.0,1104.0,0.0,-22.9,-18392.0,-16336.0,-2056.0,-0.0,-0.0,-0.0,-15.4,-15.4,-15.4,-3.0,-2.2,-5.8,-0.0,-91.0
grid-v1-calibration,grid-v1,grid-v1 vs grid-v1-calibration,t12_split_view,1,1,1,5,1.0,20.0,9953.0,8901.0,1053.0,0.0,0.0,0.0,9.8,9.8,9.8,0.0,3.0,3.4,0.0,1013.0,naive,2,1,1,1,5,1.0,43.3,32891.0,29379.0,3513.0,0.0,0.0,0.0,28.4,28.4,28.4,3.8,5.4,10.4,0.0,1138.0,0.0,-23.3,-22938.0,-20478.0,-2460.0,-0.0,-0.0,-0.0,-18.6,-18.6,-18.6,-3.8,-2.4,-7.0,-0.0,-125.0
grid-v1-calibration,grid-v1,grid-v1 vs grid-v1-calibration,t12_split_view,1,1,1,5,1.0,20.0,9953.0,8901.0,1053.0,0.0,0.0,0.0,9.8,9.8,9.8,0.0,3.0,3.4,0.0,1013.0,notify,2,1,1,1,5,1.0,62.3,42302.0,37893.0,4409.0,0.0,0.0,0.0,32.2,32.2,32.2,5.8,6.2,10.2,0.0,1290.0,0.0,-42.3,-32349.0,-28992.0,-3356.0,-0.0,-0.0,-0.0,-22.4,-22.4,-22.4,-5.8,-3.2,-6.8,-0.0,-277.0
