task,failure_mode,benign,strategy,mode,adapter,n_agents,rep,model,correct,oracle_passed,oracle_total,wall_clock_s,prompt_tokens,completion_tokens,total_tokens,estimated_usd,wasted_tokens,wasted_token_rate,stall_events,fp_stall_events,notify_events,fp_notify_events,stall_wait_s,reads_observed,llm_calls,tool_calls,file_read_events,write_events,write_applied_events,write_refused_events,search_events,coord_events,run_tests_events,notification_delivered_events,agent_turns,mean_agent_turns,tokens_per_agent_turn,read_set_visibility,critical_paths_read_fraction,timed_out,agents_done,agents_errored,agents_timeout,log,run_id,provider,run_dir
t02_benign_overlap,benign_overlap_false_positive,True,git_hash,strategy,,2,2,agnes-2.0-flash,True,6,6,172.28,105485,2972,108457,0.0,31746,0.2927058649971878,6,6,0,0,0.0,11,31,31,11,15,6,9,1,6,2,0,31,15.5,3498.6129032258063,1.0,,False,2,0,0,t02_benign_overlap__git_hash-n2-r2.jsonl,grid-v1-agnes-sensitivity,agnes,results/grid-v1-agnes-sensitivity
t02_benign_overlap,benign_overlap_false_positive,True,naive,strategy,,2,0,agnes-2.0-flash,True,6,6,99.62,15284,779,16063,0.0,0,0.0,0,0,0,0,0.0,3,9,9,3,2,2,0,0,0,2,0,9,4.5,1784.7777777777778,1.0,,False,2,0,0,t02_benign_overlap__naive-n2-r0.jsonl,grid-v1-agnes-sensitivity,agnes,results/grid-v1-agnes-sensitivity
t02_benign_overlap,benign_overlap_false_positive,True,naive,strategy,,2,1,agnes-2.0-flash,True,6,6,55.61,14920,506,15426,0.0,0,0.0,0,0,0,0,0.0,3,9,9,3,2,2,0,0,0,2,0,9,4.5,1714.0,1.0,,False,2,0,0,t02_benign_overlap__naive-n2-r1.jsonl,grid-v1-agnes-sensitivity,agnes,results/grid-v1-agnes-sensitivity
t02_benign_overlap,benign_overlap_false_positive,True,naive,strategy,,2,2,agnes-2.0-flash,True,6,6,49.62,15198,793,15991,0.0,0,0.0,0,0,0,0,0.0,3,9,9,3,2,2,0,0,0,2,0,9,4.5,1776.7777777777778,1.0,,False,2,0,0,t02_benign_overlap__naive-n2-r2.jsonl,grid-v1-agnes-sensitivity,agnes,results/grid-v1-agnes-sensitivity
t02_benign_overlap,benign_overlap_false_positive,True,notify,strategy,,2,0,agnes-2.0-flash,True,6,6,63.23,13199,629,13828,0.0,0,0.0,0,0,1,1,0.0,3,8,9,3,2,2,0,0,1,2,1,8,4.0,1728.5,1.0,,False,2,0,0,t02_benign_overlap__notify-n2-r0.jsonl,grid-v1-agnes-sensitivity,agnes,results/grid-v1-agnes-sensitivity
t02_benign_overlap,benign_overlap_false_positive,True,notify,strategy,,2,1,agnes-2.0-flash,True,6,6,43.76,16193,897,17090,0.0,0,0.0,0,0,2,2,0.0,4,9,10,4,2,2,0,0,2,2,2,9,4.5,1898.888888888889,1.0,,False,2,0,0,t02_benign_overlap__notify-n2-r1.jsonl,grid-v1-agnes-sensitivity,agnes,results/grid-v1-agnes-sensitivity
t02_benign_overlap,benign_overlap_false_positive,True,notify,strategy,,2,2,agnes-2.0-flash,True,6,6,51.49,18070,858,18928,0.0,0,0.0,0,0,2,2,0.0,4,10,10,4,2,2,0,0,2,2,2,10,5.0,1892.8,1.0,,False,2,0,0,t02_benign_overlap__notify-n2-r2.jsonl,grid-v1-agnes-sensitivity,agnes,results/grid-v1-agnes-sensitivity
t03_fetch_clobber,write_write_clobber,False,ast_dep,strategy,,2,0,agnes-2.0-flash,True,5,5,58.86,15091,830,15921,0.0,0,0.0,1,0,0,0,9.327,3,9,9,3,2,2,0,0,1,2,0,9,4.5,1769.0,1.0,1.0,False,2,0,0,t03_fetch_clobber__ast_dep-n2-r0.jsonl,grid-v1-agnes-sensitivity,agnes,results/grid-v1-agnes-sensitivity
t03_fetch_clobber,write_write_clobber,False,ast_dep,strategy,,2,1,agnes-2.0-flash,False,3,5,119.28,15029,814,15843,0.0,0,0.0,1,0,0,0,13.354,3,9,9,3,2,2,0,0,2,2,0,9,4.5,1760.3333333333333,1.0,1.0,False,2,0,0,t03_fetch_clobber__ast_dep-n2-r1.jsonl,grid-v1-agnes-sensitivity,agnes,results/grid-v1-agnes-sensitivity
t03_fetch_clobber,write_write_clobber,False,ast_dep,strategy,,2,2,agnes-2.0-flash,False,3,5,90.57,15171,936,16107,0.0,0,0.0,1,0,0,0,17.166,3,9,9,3,2,2,0,0,2,2,0,9,4.5,1789.6666666666667,1.0,1.0,False,2,0,0,t03_fetch_clobber__ast_dep-n2-r2.jsonl,grid-v1-agnes-sensitivity,agnes,results/grid-v1-agnes-sensitivity
t03_fetch_clobber,write_write_clobber,False,ast_scope,strategy,,2,0,agnes-2.0-flash,False,3,5,44.14,15252,866,16118,0.0,0,0.0,1,0,0,0,9.626,4,9,10,4,2,2,0,0,2,2,0,9,4.5,1790.888888888889,1.0,1.0,False,2,0,0,t03_fetch_clobber__ast_scope-n2-r0.jsonl,grid-v1-agnes-sensitivity,agnes,results/grid-v1-agnes-sensitivity
t03_fetch_clobber,write_write_clobber,False,ast_scope,strategy,,2,1,agnes-2.0-flash,False,2,5,45.38,13242,869,14111,0.0,0,0.0,1,0,0,0,9.233,3,8,9,3,2,2,0,0,2,2,0,8,4.0,1763.875,1.0,1.0,False,2,0,0,t03_fetch_clobber__ast_scope-n2-r1.jsonl,grid-v1-agnes-sensitivity,agnes,results/grid-v1-agnes-sensitivity
t03_fetch_clobber,write_write_clobber,False,ast_scope,strategy,,2,2,agnes-2.0-flash,True,5,5,102.47,20743,1197,21940,0.0,1821,0.08299908842297174,2,0,0,0,38.382,4,11,11,4,3,2,1,0,3,2,0,11,5.5,1994.5454545454545,1.0,1.0,False,2,0,0,t03_fetch_clobber__ast_scope-n2-r2.jsonl,grid-v1-agnes-sensitivity,agnes,results/grid-v1-agnes-sensitivity
t03_fetch_clobber,write_write_clobber,False,file_lock,strategy,,2,0,agnes-2.0-flash,True,5,5,52.53,15456,954,16410,0.0,0,0.0,1,0,0,0,0.0,4,9,10,4,2,2,0,0,1,2,0,9,4.5,1823.3333333333333,1.0,1.0,False,2,0,0,t03_fetch_clobber__file_lock-n2-r0.jsonl,grid-v1-agnes-sensitivity,agnes,results/grid-v1-agnes-sensitivity
t03_fetch_clobber,write_write_clobber,False,file_lock,strategy,,2,1,agnes-2.0-flash,True,5,5,66.29,13442,908,14350,0.0,0,0.0,1,0,0,0,0.0,2,8,8,2,2,2,0,0,1,2,0,8,4.0,1793.75,1.0,1.0,False,2,0,0,t03_fetch_clobber__file_lock-n2-r1.jsonl,grid-v1-agnes-sensitivity,agnes,results/grid-v1-agnes-sensitivity
t03_fetch_clobber,write_write_clobber,False,file_lock,strategy,,2,2,agnes-2.0-flash,True,5,5,61.13,15223,860,16083,0.0,0,0.0,1,0,0,0,0.0,3,9,9,3,2,2,0,0,1,2,0,9,4.5,1787.0,1.0,1.0,False,2,0,0,t03_fetch_clobber__file_lock-n2-r2.jsonl,grid-v1-agnes-sensitivity,agnes,results/grid-v1-agnes-sensitivity
t03_fetch_clobber,write_write_clobber,False,git_hash,strategy,,2,0,agnes-2.0-flash,True,5,5,132.29,20812,1181,21993,0.0,1835,0.08343563861228573,1,0,0,0,0.0,4,11,11,4,3,2,1,0,1,2,0,11,5.5,1999.3636363636363,1.0,1.0,False,2,0,0,t03_fetch_clobber__git_hash-n2-r0.jsonl,grid-v1-agnes-sensitivity,agnes,results/grid-v1-agnes-sensitivity
t03_fetch_clobber,write_write_clobber,False,git_hash,strategy,,2,1,agnes-2.0-flash,True,5,5,94.78,20812,1165,21977,0.0,1835,0.08349638258179005,1,0,0,0,0.0,4,11,11,4,3,2,1,0,1,2,0,11,5.5,1997.909090909091,1.0,1.0,False,2,0,0,t03_fetch_clobber__git_hash-n2-r1.jsonl,grid-v1-agnes-sensitivity,agnes,results/grid-v1-agnes-sensitivity
t03_fetch_clobber,write_write_clobber,False,git_hash,strategy,,2,2,agnes-2.0-flash,True,5,5,66.88,24694,1519,26213,0.0,4113,0.15690687826650898,2,0,0,0,0.0,5,12,13,5,4,2,2,0,2,2,0,12,6.0,2184.4166666666665,1.0,1.0,False,2,0,0,t03_fetch_clobber__git_hash-n2-r2.jsonl,grid-v1-agnes-sensitivity,agnes,results/grid-v1-agnes-sensitivity
t03_fetch_clobber,write_write_clobber,False,naive,strategy,,2,0,agnes-2.0-flash,False,3,5,46.13,13030,726,13756,0.0,0,0.0,0,0,0,0,0.0,2,8,8,2,2,2,0,0,0,2,0,8,4.0,1719.5,1.0,1.0,False,2,0,0,t03_fetch_clobber__naive-n2-r0.jsonl,grid-v1-agnes-sensitivity,agnes,results/grid-v1-agnes-sensitivity
t03_fetch_clobber,write_write_clobber,False,naive,strategy,,2,1,agnes-2.0-flash,True,5,5,95.77,15436,925,16361,0.0,0,0.0,0,0,0,0,0.0,3,9,9,3,2,2,0,0,0,2,0,9,4.5,1817.888888888889,1.0,1.0,False,2,0,0,t03_fetch_clobber__naive-n2-r1.jsonl,grid-v1-agnes-sensitivity,agnes,results/grid-v1-agnes-sensitivity
t03_fetch_clobber,write_write_clobber,False,naive,strategy,,2,2,agnes-2.0-flash,True,5,5,52.65,15456,954,16410,0.0,0,0.0,0,0,0,0,0.0,4,9,10,4,2,2,0,0,0,2,0,9,4.5,1823.3333333333333,1.0,1.0,False,2,0,0,t03_fetch_clobber__naive-n2-r2.jsonl,grid-v1-agnes-sensitivity,agnes,results/grid-v1-agnes-sensitivity
t03_fetch_clobber,write_write_clobber,False,notify,strategy,,2,0,agnes-2.0-flash,False,2,5,149.38,22561,1281,23842,0.0,0,0.0,0,0,2,0,0.0,4,12,12,4,3,3,0,0,2,3,2,12,6.0,1986.8333333333333,1.0,1.0,False,2,0,0,t03_fetch_clobber__notify-n2-r0.jsonl,grid-v1-agnes-sensitivity,agnes,results/grid-v1-agnes-sensitivity
t03_fetch_clobber,write_write_clobber,False,notify,strategy,,2,1,agnes-2.0-flash,False,2,5,57.56,20156,1077,21233,0.0,0,0.0,0,0,2,0,0.0,4,11,11,4,3,3,0,0,2,2,2,11,5.5,1930.2727272727273,1.0,1.0,False,2,0,0,t03_fetch_clobber__notify-n2-r1.jsonl,grid-v1-agnes-sensitivity,agnes,results/grid-v1-agnes-sensitivity
t03_fetch_clobber,write_write_clobber,False,notify,strategy,,2,2,agnes-2.0-flash,True,5,5,116.17,25377,1500,26877,0.0,0,0.0,0,0,3,0,0.0,4,13,13,4,4,4,0,0,3,3,3,13,6.5,2067.4615384615386,1.0,1.0,False,2,0,0,t03_fetch_clobber__notify-n2-r2.jsonl,grid-v1-agnes-sensitivity,agnes,results/grid-v1-agnes-sensitivity
t04_cascade,causal_cascade,False,ast_dep,strategy,,4,0,agnes-2.0-flash,False,4,7,447.76,118514,5285,123799,0.0,16227,0.1310753721758657,4,0,0,0,120.098,51,45,79,51,13,8,5,2,14,5,0,45,11.25,2751.088888888889,1.0,,False,4,0,0,t04_cascade__ast_dep-n4-r0.jsonl,grid-v1-agnes-sensitivity,agnes,results/grid-v1-agnes-sensitivity
t04_cascade,causal_cascade,False,ast_dep,strategy,,4,1,agnes-2.0-flash,False,4,7,295.11,90094,3729,93823,0.0,0,0.0,0,0,0,0,0.026,39,39,65,39,8,8,0,3,8,7,0,39,9.75,2405.7179487179487,1.0,,False,4,0,0,t04_cascade__ast_dep-n4-r1.jsonl,grid-v1-agnes-sensitivity,agnes,results/grid-v1-agnes-sensitivity
t04_cascade,causal_cascade,False,ast_dep,strategy,,4,2,agnes-2.0-flash,False,4,7,256.26,80066,3563,83629,0.0,2850,0.034079087397912204,2,0,0,0,45.847,40,36,63,40,9,8,1,2,12,4,0,36,9.0,2323.027777777778,1.0,,False,4,0,0,t04_cascade__ast_dep-n4-r2.jsonl,grid-v1-agnes-sensitivity,agnes,results/grid-v1-agnes-sensitivity
t04_cascade,causal_cascade,False,ast_scope,strategy,,4,0,agnes-2.0-flash,True,7,7,330.76,86511,3818,90329,0.0,0,0.0,0,0,0,0,0.019,41,38,67,41,9,9,0,4,6,5,0,38,9.5,2377.0789473684213,1.0,,False,4,0,0,t04_cascade__ast_scope-n4-r0.jsonl,grid-v1-agnes-sensitivity,agnes,results/grid-v1-agnes-sensitivity
t04_cascade,causal_cascade,False,ast_scope,strategy,,4,1,agnes-2.0-flash,True,7,7,342.47,161621,5621,167242,0.0,3969,0.023732076870642542,1,0,0,0,0.024,53,57,88,53,11,10,1,7,18,9,0,57,14.25,2934.0701754385964,1.0,,False,4,0,0,t04_cascade__ast_scope-n4-r1.jsonl,grid-v1-agnes-sensitivity,agnes,results/grid-v1-agnes-sensitivity
t04_cascade,causal_cascade,False,ast_scope,strategy,,4,2,agnes-2.0-flash,False,4,7,194.68,86111,4218,90329,0.0,0,0.0,0,0,0,0,0.014,42,37,67,42,8,8,0,4,12,5,0,37,9.25,2441.324324324324,1.0,,False,4,0,0,t04_cascade__ast_scope-n4-r2.jsonl,grid-v1-agnes-sensitivity,agnes,results/grid-v1-agnes-sensitivity
t04_cascade,causal_cascade,False,file_lock,strategy,,4,0,agnes-2.0-flash,True,7,7,695.24,158999,4626,163625,0.0,0,0.0,51,0,0,0,0.0,59,64,100,59,8,8,0,15,51,8,0,64,16.0,2556.640625,1.0,,False,4,0,0,t04_cascade__file_lock-n4-r0.jsonl,grid-v1-agnes-sensitivity,agnes,results/grid-v1-agnes-sensitivity
t04_cascade,causal_cascade,False,file_lock,strategy,,4,1,agnes-2.0-flash,False,0,1,900.01,314903,6928,321831,0.0,31001,0.09632695420888603,93,0,0,0,180.015,76,98,143,76,12,6,6,28,93,20,0,100,25.0,3218.31,1.0,,True,0,0,4,t04_cascade__file_lock-n4-r1.jsonl,grid-v1-agnes-sensitivity,agnes,results/grid-v1-agnes-sensitivity
t04_cascade,causal_cascade,False,file_lock,strategy,,4,2,agnes-2.0-flash,True,7,7,710.05,159834,4671,164505,0.0,0,0.0,47,0,0,0,0.0,59,62,96,59,8,8,0,13,47,7,0,62,15.5,2653.3064516129034,1.0,,False,4,0,0,t04_cascade__file_lock-n4-r2.jsonl,grid-v1-agnes-sensitivity,agnes,results/grid-v1-agnes-sensitivity
t04_cascade,causal_cascade,False,git_hash,strategy,,4,0,agnes-2.0-flash,True,7,7,492.24,137760,5614,143374,0.0,0,0.0,0,0,0,0,0.0,56,50,87,56,14,14,0,3,1,6,0,50,12.5,2867.48,1.0,,False,4,0,0,t04_cascade__git_hash-n4-r0.jsonl,grid-v1-agnes-sensitivity,agnes,results/grid-v1-agnes-sensitivity
t04_cascade,causal_cascade,False,git_hash,strategy,,4,1,agnes-2.0-flash,True,7,7,285.32,92882,3847,96729,0.0,0,0.0,0,0,0,0,0.0,39,40,65,39,8,8,0,5,0,5,0,40,10.0,2418.225,1.0,,False,4,0,0,t04_cascade__git_hash-n4-r1.jsonl,grid-v1-agnes-sensitivity,agnes,results/grid-v1-agnes-sensitivity
t04_cascade,causal_cascade,False,git_hash,strategy,,4,2,agnes-2.0-flash,True,7,7,385.4,146012,5814,151826,0.0,0,0.0,0,0,0,0,0.0,57,50,85,57,9,9,0,4,0,7,0,50,12.5,3036.52,1.0,,False,4,0,0,t04_cascade__git_hash-n4-r2.jsonl,grid-v1-agnes-sensitivity,agnes,results/grid-v1-agnes-sensitivity
t04_cascade,causal_cascade,False,naive,strategy,,4,0,agnes-2.0-flash,True,7,7,364.33,96439,3759,100198,0.0,0,0.0,0,0,0,0,0.0,43,40,69,43,9,9,0,4,0,5,0,40,10.0,2504.95,1.0,,False,4,0,0,t04_cascade__naive-n4-r0.jsonl,grid-v1-agnes-sensitivity,agnes,results/grid-v1-agnes-sensitivity
t04_cascade,causal_cascade,False,naive,strategy,,4,1,agnes-2.0-flash,False,4,7,426.42,121261,5845,127106,0.0,0,0.0,0,0,0,0,0.0,40,43,69,40,8,8,0,6,0,7,0,43,10.75,2955.953488372093,1.0,,False,4,0,0,t04_cascade__naive-n4-r1.jsonl,grid-v1-agnes-sensitivity,agnes,results/grid-v1-agnes-sensitivity
t04_cascade,causal_cascade,False,naive,strategy,,4,2,agnes-2.0-flash,True,7,7,223.78,90574,3692,94266,0.0,0,0.0,0,0,0,0,0.0,36,40,65,36,9,9,0,7,0,5,0,40,10.0,2356.65,1.0,,False,4,0,0,t04_cascade__naive-n4-r2.jsonl,grid-v1-agnes-sensitivity,agnes,results/grid-v1-agnes-sensitivity
t04_cascade,causal_cascade,False,notify,strategy,,4,0,agnes-2.0-flash,True,7,7,423.19,101313,3603,104916,0.0,0,0.0,0,0,7,0,0.0,44,41,67,44,8,8,0,3,7,4,7,41,10.25,2558.9268292682927,1.0,,False,4,0,0,t04_cascade__notify-n4-r0.jsonl,grid-v1-agnes-sensitivity,agnes,results/grid-v1-agnes-sensitivity
t04_cascade,causal_cascade,False,notify,strategy,,4,1,agnes-2.0-flash,True,7,7,296.72,137508,4079,141587,0.0,0,0.0,0,0,14,0,0.0,59,52,83,59,8,8,0,2,14,6,13,52,13.0,2722.826923076923,1.0,,False,4,0,0,t04_cascade__notify-n4-r1.jsonl,grid-v1-agnes-sensitivity,agnes,results/grid-v1-agnes-sensitivity
t04_cascade,causal_cascade,False,notify,strategy,,4,2,agnes-2.0-flash,True,7,7,278.48,123713,3889,127602,0.0,0,0.0,0,0,10,0,0.0,48,47,74,48,9,9,0,3,10,6,10,47,11.75,2714.936170212766,1.0,,False,4,0,0,t04_cascade__notify-n4-r2.jsonl,grid-v1-agnes-sensitivity,agnes,results/grid-v1-agnes-sensitivity
t07_rw_canary,antidependency_silent_invalidation,False,ast_dep,strategy,,2,0,agnes-2.0-flash,True,4,4,82.88,17920,888,18808,0.0,0,0.0,0,0,0,0,0.005,8,11,16,8,2,2,0,1,2,2,0,11,5.5,1709.8181818181818,1.0,,False,2,0,0,t07_rw_canary__ast_dep-n2-r0.jsonl,grid-v1-agnes-sensitivity,agnes,results/grid-v1-agnes-sensitivity
t07_rw_canary,antidependency_silent_invalidation,False,ast_dep,strategy,,2,1,agnes-2.0-flash,True,4,4,76.81,19387,1251,20638,0.0,0,0.0,0,0,0,0,0.018,9,11,20,9,4,4,0,3,2,2,0,11,5.5,1876.1818181818182,1.0,,False,2,0,0,t07_rw_canary__ast_dep-n2-r1.jsonl,grid-v1-agnes-sensitivity,agnes,results/grid-v1-agnes-sensitivity
t07_rw_canary,antidependency_silent_invalidation,False,ast_dep,strategy,,2,2,agnes-2.0-flash,True,4,4,368.49,37511,1673,39184,0.0,6552,0.1672111065741119,0,0,0,0,0.04,10,19,26,10,6,3,3,4,0,2,0,19,9.5,2062.315789473684,1.0,,False,2,0,0,t07_rw_canary__ast_dep-n2-r2.jsonl,grid-v1-agnes-sensitivity,agnes,results/grid-v1-agnes-sensitivity
t07_rw_canary,antidependency_silent_invalidation,False,ast_scope,strategy,,2,0,agnes-2.0-flash,True,4,4,81.48,18351,999,19350,0.0,0,0.0,0,0,0,0,0.004,9,11,16,9,2,2,0,0,0,2,0,11,5.5,1759.090909090909,1.0,,False,2,0,0,t07_rw_canary__ast_scope-n2-r0.jsonl,grid-v1-agnes-sensitivity,agnes,results/grid-v1-agnes-sensitivity
t07_rw_canary,antidependency_silent_invalidation,False,ast_scope,strategy,,2,1,agnes-2.0-flash,True,4,4,137.54,33761,1502,35263,0.0,4379,0.12418115304993903,0,0,0,0,0.007,9,17,22,9,5,3,2,3,1,2,0,17,8.5,2074.294117647059,1.0,,False,2,0,0,t07_rw_canary__ast_scope-n2-r1.jsonl,grid-v1-agnes-sensitivity,agnes,results/grid-v1-agnes-sensitivity
t07_rw_canary,antidependency_silent_invalidation,False,ast_scope,strategy,,2,2,agnes-2.0-flash,False,0,1,106.45,32393,1279,33672,0.0,0,0.0,0,0,0,0,0.007,11,18,23,11,5,5,0,2,0,2,0,18,9.0,1870.6666666666667,1.0,,False,2,0,0,t07_rw_canary__ast_scope-n2-r2.jsonl,grid-v1-agnes-sensitivity,agnes,results/grid-v1-agnes-sensitivity
t07_rw_canary,antidependency_silent_invalidation,False,file_lock,strategy,,2,0,agnes-2.0-flash,True,4,4,210.38,25615,1126,26741,0.0,0,0.0,4,0,0,0,0.0,10,15,20,10,2,2,0,3,4,2,0,15,7.5,1782.7333333333333,1.0,,False,2,0,0,t07_rw_canary__file_lock-n2-r0.jsonl,grid-v1-agnes-sensitivity,agnes,results/grid-v1-agnes-sensitivity
t07_rw_canary,antidependency_silent_invalidation,False,file_lock,strategy,,2,1,agnes-2.0-flash,True,4,4,110.56,18064,844,18908,0.0,0,0.0,1,0,0,0,0.0,9,11,16,9,2,2,0,1,1,2,0,11,5.5,1718.909090909091,1.0,,False,2,0,0,t07_rw_canary__file_lock-n2-r1.jsonl,grid-v1-agnes-sensitivity,agnes,results/grid-v1-agnes-sensitivity
t07_rw_canary,antidependency_silent_invalidation,False,file_lock,strategy,,2,2,agnes-2.0-flash,True,4,4,161.39,33892,1407,35299,0.0,4300,0.12181648205331595,2,0,0,0,0.0,10,17,23,10,5,3,2,3,2,3,0,17,8.5,2076.4117647058824,1.0,,False,2,0,0,t07_rw_canary__file_lock-n2-r2.jsonl,grid-v1-agnes-sensitivity,agnes,results/grid-v1-agnes-sensitivity
t07_rw_canary,antidependency_silent_invalidation,False,git_hash,strategy,,2,0,agnes-2.0-flash,True,4,4,106.31,18379,1112,19491,0.0,0,0.0,0,0,0,0,0.0,9,11,18,9,2,2,0,2,0,2,0,11,5.5,1771.909090909091,1.0,,False,2,0,0,t07_rw_canary__git_hash-n2-r0.jsonl,grid-v1-agnes-sensitivity,agnes,results/grid-v1-agnes-sensitivity
t07_rw_canary,antidependency_silent_invalidation,False,git_hash,strategy,,2,1,agnes-2.0-flash,True,4,4,291.18,28610,1608,30218,0.0,0,0.0,0,0,0,0,0.0,10,15,24,10,5,5,0,4,0,2,0,15,7.5,2014.5333333333333,1.0,,False,2,0,0,t07_rw_canary__git_hash-n2-r1.jsonl,grid-v1-agnes-sensitivity,agnes,results/grid-v1-agnes-sensitivity
t07_rw_canary,antidependency_silent_invalidation,False,git_hash,strategy,,2,2,agnes-2.0-flash,True,4,4,65.4,16296,983,17279,0.0,0,0.0,0,0,0,0,0.0,8,10,15,8,2,2,0,0,0,2,0,10,5.0,1727.9,1.0,,False,2,0,0,t07_rw_canary__git_hash-n2-r2.jsonl,grid-v1-agnes-sensitivity,agnes,results/grid-v1-agnes-sensitivity
t07_rw_canary,antidependency_silent_invalidation,False,naive,strategy,,2,0,agnes-2.0-flash,True,4,4,79.76,22370,1109,23479,0.0,0,0.0,0,0,0,0,0.0,9,13,18,9,4,4,0,1,0,2,0,13,6.5,1806.076923076923,1.0,,False,2,0,0,t07_rw_canary__naive-n2-r0.jsonl,grid-v1-agnes-sensitivity,agnes,results/grid-v1-agnes-sensitivity
t07_rw_canary,antidependency_silent_invalidation,False,naive,strategy,,2,1,agnes-2.0-flash,True,4,4,139.42,31547,1352,32899,0.0,4090,0.12431988814249673,0,0,0,0,0.0,8,16,20,8,5,3,2,2,0,2,0,16,8.0,2056.1875,1.0,,False,2,0,0,t07_rw_canary__naive-n2-r1.jsonl,grid-v1-agnes-sensitivity,agnes,results/grid-v1-agnes-sensitivity
t07_rw_canary,antidependency_silent_invalidation,False,naive,strategy,,2,2,agnes-2.0-flash,True,4,4,107.55,13953,781,14734,0.0,0,0.0,0,0,0,0,0.0,5,9,12,5,2,2,0,0,0,2,0,9,4.5,1637.111111111111,1.0,,False,2,0,0,t07_rw_canary__naive-n2-r2.jsonl,grid-v1-agnes-sensitivity,agnes,results/grid-v1-agnes-sensitivity
t07_rw_canary,antidependency_silent_invalidation,False,notify,strategy,,2,0,agnes-2.0-flash,True,4,4,140.64,21969,1083,23052,0.0,0,0.0,0,0,0,0,0.0,7,13,18,7,2,2,0,4,0,2,0,13,6.5,1773.2307692307693,1.0,,False,2,0,0,t07_rw_canary__notify-n2-r0.jsonl,grid-v1-agnes-sensitivity,agnes,results/grid-v1-agnes-sensitivity
t07_rw_canary,antidependency_silent_invalidation,False,notify,strategy,,2,1,agnes-2.0-flash,True,4,4,120.22,17938,1039,18977,0.0,0,0.0,0,0,0,0,0.0,6,11,17,6,2,2,0,4,0,2,0,11,5.5,1725.1818181818182,1.0,,False,2,0,0,t07_rw_canary__notify-n2-r1.jsonl,grid-v1-agnes-sensitivity,agnes,results/grid-v1-agnes-sensitivity
t07_rw_canary,antidependency_silent_invalidation,False,notify,strategy,,2,2,agnes-2.0-flash,True,4,4,109.11,20304,1120,21424,0.0,0,0.0,0,0,0,0,0.0,7,12,17,7,3,3,0,3,0,1,0,12,6.0,1785.3333333333333,1.0,,False,2,0,0,t07_rw_canary__notify-n2-r2.jsonl,grid-v1-agnes-sensitivity,agnes,results/grid-v1-agnes-sensitivity
t11_irreversible,irreversible_effect_reordering,False,ast_dep,strategy,,2,0,agnes-2.0-flash,False,2,3,317.56,73813,2215,76028,0.0,0,0.0,0,0,0,0,0.036,11,26,29,11,5,5,0,0,1,5,0,26,13.0,2924.153846153846,1.0,,False,2,0,0,t11_irreversible__ast_dep-n2-r0.jsonl,grid-v1-agnes-sensitivity,agnes,results/grid-v1-agnes-sensitivity
t11_irreversible,irreversible_effect_reordering,False,ast_dep,strategy,,2,1,agnes-2.0-flash,True,3,3,217.97,53898,1799,55697,0.0,0,0.0,0,0,0,0,0.054,10,21,26,10,4,4,0,2,0,2,0,21,10.5,2652.2380952380954,1.0,,False,2,0,0,t11_irreversible__ast_dep-n2-r1.jsonl,grid-v1-agnes-sensitivity,agnes,results/grid-v1-agnes-sensitivity
t11_irreversible,irreversible_effect_reordering,False,ast_dep,strategy,,2,2,agnes-2.0-flash,False,2,3,217.25,65545,2360,67905,0.0,0,0.0,0,0,0,0,0.01,9,24,27,9,4,4,0,1,1,3,0,24,12.0,2829.375,1.0,,False,2,0,0,t11_irreversible__ast_dep-n2-r2.jsonl,grid-v1-agnes-sensitivity,agnes,results/grid-v1-agnes-sensitivity
t11_irreversible,irreversible_effect_reordering,False,ast_scope,strategy,,2,0,agnes-2.0-flash,True,3,3,94.26,28220,906,29126,0.0,0,0.0,0,0,0,0,0.005,6,14,17,6,2,2,0,0,0,2,0,14,7.0,2080.4285714285716,1.0,,False,2,0,0,t11_irreversible__ast_scope-n2-r0.jsonl,grid-v1-agnes-sensitivity,agnes,results/grid-v1-agnes-sensitivity
t11_irreversible,irreversible_effect_reordering,False,ast_scope,strategy,,2,1,agnes-2.0-flash,True,3,3,152.34,44143,1696,45839,0.0,0,0.0,0,0,0,0,0.018,9,19,23,9,4,4,0,0,1,3,0,19,9.5,2412.5789473684213,1.0,,False,2,0,0,t11_irreversible__ast_scope-n2-r1.jsonl,grid-v1-agnes-sensitivity,agnes,results/grid-v1-agnes-sensitivity
t11_irreversible,irreversible_effect_reordering,False,ast_scope,strategy,,2,2,agnes-2.0-flash,True,3,3,325.84,64696,2618,67314,0.0,4027,0.059824107912172804,0,0,0,0,0.019,11,22,27,11,5,4,1,1,1,3,0,22,11.0,3059.7272727272725,1.0,,False,2,0,0,t11_irreversible__ast_scope-n2-r2.jsonl,grid-v1-agnes-sensitivity,agnes,results/grid-v1-agnes-sensitivity
t11_irreversible,irreversible_effect_reordering,False,file_lock,strategy,,2,0,agnes-2.0-flash,False,2,3,356.75,68249,1897,70146,0.0,0,0.0,6,0,0,0,0.0,14,29,34,14,3,3,0,3,6,4,0,29,14.5,2418.8275862068967,1.0,,False,2,0,0,t11_irreversible__file_lock-n2-r0.jsonl,grid-v1-agnes-sensitivity,agnes,results/grid-v1-agnes-sensitivity
